objectid,date,bc,ab,sk,mb,on,qc,nb,ns,pe,nl,repatriated,canadatotal,canadadaily,nt,nu,yt,retrieved_at
34,1582891200000,7,0,0,0,8,1,0,0,0,0,0,16,2,0,f,0,2020-04-28 14:16:15
35,1582977600000,8,0,0,0,11,1,0,0,0,0,0,20,4,0,f,0,2020-04-28 14:16:15
36,1583323200000,13,0,0,0,20,1,0,0,0,0,0,34,1,0,f,0,2020-04-28 14:16:15
37,1584792000000,424,226,44,19,377,181,17,21,2,6,13,1331,244,1,f,0,2020-04-28 14:16:15
38,1584878400000,424,259,52,20,425,219,17,28,3,9,13,1470,139,1,f,0,2020-04-28 14:16:15
40,1584964800000,472,301,66,20,503,628,17,41,3,24,13,2091,621,1,f,2,2020-04-28 14:16:15
41,1585051200000,617,358,72,21,588,1013,18,51,3,35,13,2792,701,1,f,2,2020-04-28 14:16:15
42,1585137600000,659,419,86,35,688,1339,26,68,5,67,13,3409,617,1,f,3,2020-04-28 14:16:15
43,1585224000000,725,486,95,36,858,1629,33,73,9,82,13,4043,634,1,f,3,2020-04-28 14:16:15
44,1585310400000,792,542,104,39,993,2021,45,90,11,102,13,4757,714,1,f,4,2020-04-28 14:16:15
45,1585396800000,884,621,134,64,1144,2498,51,110,11,120,13,5655,898,1,f,4,2020-04-28 14:16:15
46,1585483200000,884,661,156,72,1355,2840,66,122,11,135,13,6320,665,1,f,4,2020-04-28 14:16:15
47,1585569600000,970,690,176,96,1706,3430,68,127,18,148,13,7448,1128,1,f,5,2020-04-28 14:16:15
48,1585656000000,1013,754,184,103,1966,4162,70,147,21,152,13,8591,1143,1,f,5,2020-04-28 14:16:15
49,1585742400000,1066,871,193,127,2392,4611,81,173,21,175,13,9731,1140,2,f,6,2020-04-28 14:16:15
50,1585828800000,1121,968,206,167,2793,5518,92,193,21,183,13,11283,1552,2,f,6,2020-04-28 14:16:15
51,1585945560000,1174,1075,220,182,3255,6101,95,207,22,195,13,12549,1266,4,f,6,2020-04-28 14:16:15
52,1586029080000,1203,1181,231,194,3630,6997,98,236,22,203,13,14018,1469,4,f,6,2020-04-28 14:16:15
53,1586116440000,1203,1250,249,203,4038,7944,101,262,22,217,13,15512,1494,4,f,6,2020-04-28 14:16:15
54,1586205840000,1266,1348,253,204,4347,8580,103,293,22,226,13,16667,1155,5,f,7,2020-04-28 14:16:15
55,1586265300000,1291,1373,260,217,4726,9340,105,310,22,228,13,17898,1231,5,f,7,2020-04-28 14:16:15
56,1586390340000,1336,1423,271,221,5276,10031,108,342,25,232,13,19290,1393,5,f,7,2020-04-28 14:16:15
57,1586433600000,1370,1451,278,224,5759,10912,111,373,25,236,13,20765,1474,5,f,8,2020-04-28 14:16:15
60,1586520000000,1410,1500,285,230,6237,11677,112,407,25,239,13,22148,1383,5,f,8,2020-04-28 14:16:15
61,1586606400000,1445,1569,289,243,6648,12292,112,428,25,241,13,23318,1170,5,f,8,2020-04-28 14:16:15
62,1586692800000,1445,1651,298,242,7049,12846,114,445,25,242,13,24383,1065,5,f,8,2020-04-28 14:16:15
64,1586779200000,1490,1732,300,246,7470,13557,116,474,25,244,13,25680,1297,5,f,8,2020-04-28 14:16:15
65,1586865600000,1517,1870,301,246,7953,14248,116,517,25,244,13,27063,1383,5,f,8,2020-04-28 14:16:15
66,1586952000000,1561,1996,304,246,8447,14860,117,549,26,247,13,28379,1316,5,f,8,2020-04-28 14:16:15
67,1587038400000,1575,2158,305,250,8961,15857,117,579,26,252,13,30106,1727,5,f,8,2020-04-28 14:16:15
68,1587124800000,1618,2397,307,250,9525,16798,117,606,26,256,13,31927,1821,5,f,9,2020-04-28 14:16:15
69,1587211200000,1647,2562,313,253,10010,17521,118,649,26,257,13,33383,1456,5,f,9,2020-04-28 14:16:15
70,1587297600000,1647,2803,315,253,10578,18357,118,675,26,257,13,35056,1673,5,f,9,2020-04-28 14:16:15
72,1587384000000,1699,2908,316,254,11184,19319,118,721,26,257,13,36831,1775,5,f,11,2020-04-28 14:16:15
73,1587470400000,1724,3095,320,255,11735,20126,118,737,26,257,13,38422,1591,5,f,11,2020-04-28 14:16:15
74,1587556800000,1795,3401,326,257,12245,20965,118,772,26,256,13,40190,1768,5,f,11,2020-04-28 14:16:15
75,1587643200000,1824,3720,331,262,12879,21838,118,827,26,256,13,42110,1920,5,f,11,2020-04-28 14:16:15
76,1587729600000,1853,4017,341,263,13519,22616,118,850,26,256,13,43888,1778,5,f,11,2020-04-28 14:16:15
77,1587816000000,1948,4233,349,267,13995,23267,118,865,26,257,13,45354,1466,5,f,11,2020-04-28 14:16:15
78,1587902400000,1948,4480,353,271,14432,24107,118,873,26,258,13,46895,1541,5,f,11,2020-04-28 14:16:15
79,1587988800000,1998,4696,365,272,14856,24982,118,900,26,258,13,48500,1597,5,f,11,2020-04-28 14:16:15
1,1584288000000,73,56,6,7,145,39,6,3,1,1,4,341,84,0,f,0,2020-04-28 07:16:04
2,1584201600000,73,39,6,4,103,24,2,0,1,1,4,257,59,0,f,0,2020-04-28 07:16:04
3,1584115200000,64,29,2,4,79,17,1,0,0,0,2,198,40,0,f,0,2020-04-28 07:16:04
4,1583942400000,46,19,0,0,42,9,1,0,0,0,1,118,22,0,f,0,2020-04-28 07:16:04
5,1583856000000,39,14,0,0,36,7,0,0,0,0,0,96,17,0,f,0,2020-04-28 07:16:04
6,1583769600000,32,7,0,0,35,5,0,0,0,0,0,79,13,0,f,0,2020-04-28 07:16:04
7,1583600400000,27,2,0,0,28,3,0,0,0,0,0,60,6,0,f,0,2020-04-28 07:16:04
8,1583514000000,21,2,0,0,28,3,0,0,0,0,0,54,7,0,f,0,2020-04-28 07:16:04
9,1583427600000,21,1,0,0,22,3,0,0,0,0,0,47,13,0,f,0,2020-04-28 07:16:04
10,1583254800000,12,0,0,0,20,1,0,0,0,0,0,33,6,0,f,0,2020-04-28 07:16:04
11,1583168400000,8,0,0,0,18,1,0,0,0,0,0,27,3,0,f,0,2020-04-28 07:16:04
12,1583082000000,8,0,0,0,15,1,0,0,0,0,0,24,4,0,f,0,2020-04-28 07:16:04
13,1584374400000,103,74,7,8,177,50,7,5,1,1,8,441,100,0,f,0,2020-04-28 07:16:04
15,1584032400000,53,23,1,3,59,17,1,0,0,0,1,158,40,0,f,0,2020-04-28 07:16:04
16,1583686800000,27,4,0,0,31,4,0,0,0,0,0,66,6,0,f,0,2020-04-28 07:16:04
18,1584446400000,186,97,8,15,189,74,8,7,1,3,9,597,156,0,f,0,2020-04-28 07:16:04
19,1584532800000,231,119,16,17,214,94,11,12,1,3,9,727,130,0,f,0,2020-04-28 07:16:04
20,1584619200000,271,146,20,17,258,121,11,14,2,3,10,873,146,0,f,0,2020-04-28 07:16:04
21,1584705600000,348,195,26,17,318,139,11,15,2,4,12,1087,214,0,f,0,2020-04-28 07:16:04
22,1579953600000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,f,0,2020-04-28 07:16:04
23,1580126400000,0,0,0,0,2,0,0,0,0,0,0,2,1,0,f,0,2020-04-28 07:16:04
24,1580212800000,1,0,0,0,2,0,0,0,0,0,0,3,1,0,f,0,2020-04-28 07:16:04
25,1580472000000,1,0,0,0,3,0,0,0,0,0,0,4,1,0,f,0,2020-04-28 07:16:04
26,1580817600000,2,0,0,0,3,0,0,0,0,0,0,5,1,0,f,0,2020-04-28 07:16:04
27,1580990400000,4,0,0,0,3,0,0,0,0,0,0,7,2,0,f,0,2020-04-28 07:16:04
28,1581681600000,5,0,0,0,3,0,0,0,0,0,0,8,1,0,f,0,2020-04-28 07:16:04
29,1582200000000,6,0,0,0,3,0,0,0,0,0,0,9,1,0,f,0,2020-04-28 07:16:04
30,1582459200000,6,0,0,0,4,0,0,0,0,0,0,10,1,0,f,0,2020-04-28 07:16:04
31,1582545600000,7,0,0,0,4,0,0,0,0,0,0,11,1,0,f,0,2020-04-28 07:16:04
32,1582718400000,7,0,0,0,5,0,0,0,0,0,0,12,1,0,f,0,2020-04-28 07:16:04
33,1582804800000,7,0,0,0,6,1,0,0,0,0,0,14,2,0,f,0,2020-04-28 07:16:04
34,1582891200000,7,0,0,0,8,1,0,0,0,0,0,16,2,0,f,0,2020-04-28 07:16:04
35,1582977600000,8,0,0,0,11,1,0,0,0,0,0,20,4,0,f,0,2020-04-28 07:16:04
36,1583323200000,13,0,0,0,20,1,0,0,0,0,0,34,1,0,f,0,2020-04-28 07:16:04
37,1584792000000,424,226,44,19,377,181,17,21,2,6,13,1331,244,1,f,0,2020-04-28 07:16:04
38,1584878400000,424,259,52,20,425,219,17,28,3,9,13,1470,139,1,f,0,2020-04-28 07:16:04
40,1584964800000,472,301,66,20,503,628,17,41,3,24,13,2091,621,1,f,2,2020-04-28 07:16:04
41,1585051200000,617,358,72,21,588,1013,18,51,3,35,13,2792,701,1,f,2,2020-04-28 07:16:04
42,1585137600000,659,419,86,35,688,1339,26,68,5,67,13,3409,617,1,f,3,2020-04-28 07:16:04
43,1585224000000,725,486,95,36,858,1629,33,73,9,82,13,4043,634,1,f,3,2020-04-28 07:16:04
44,1585310400000,792,542,104,39,993,2021,45,90,11,102,13,4757,714,1,f,4,2020-04-28 07:16:04
45,1585396800000,884,621,134,64,1144,2498,51,110,11,120,13,5655,898,1,f,4,2020-04-28 07:16:04
46,1585483200000,884,661,156,72,1355,2840,66,122,11,135,13,6320,665,1,f,4,2020-04-28 07:16:04
47,1585569600000,970,690,176,96,1706,3430,68,127,18,148,13,7448,1128,1,f,5,2020-04-28 07:16:04
48,1585656000000,1013,754,184,103,1966,4162,70,147,21,152,13,8591,1143,1,f,5,2020-04-28 07:16:04
49,1585742400000,1066,871,193,127,2392,4611,81,173,21,175,13,9731,1140,2,f,6,2020-04-28 07:16:04
50,1585828800000,1121,968,206,167,2793,5518,92,193,21,183,13,11283,1552,2,f,6,2020-04-28 07:16:04
51,1585945560000,1174,1075,220,182,3255,6101,95,207,22,195,13,12549,1266,4,f,6,2020-04-28 07:16:04
52,1586029080000,1203,1181,231,194,3630,6997,98,236,22,203,13,14018,1469,4,f,6,2020-04-28 07:16:04
53,1586116440000,1203,1250,249,203,4038,7944,101,262,22,217,13,15512,1494,4,f,6,2020-04-28 07:16:04
54,1586205840000,1266,1348,253,204,4347,8580,103,293,22,226,13,16667,1155,5,f,7,2020-04-28 07:16:04
55,1586265300000,1291,1373,260,217,4726,9340,105,310,22,228,13,17898,1231,5,f,7,2020-04-28 07:16:04
56,1586390340000,1336,1423,271,221,5276,10031,108,342,25,232,13,19290,1393,5,f,7,2020-04-28 07:16:04
57,1586433600000,1370,1451,278,224,5759,10912,111,373,25,236,13,20765,1474,5,f,8,2020-04-28 07:16:04
60,1586520000000,1410,1500,285,230,6237,11677,112,407,25,239,13,22148,1383,5,f,8,2020-04-28 07:16:04
61,1586606400000,1445,1569,289,243,6648,12292,112,428,25,241,13,23318,1170,5,f,8,2020-04-28 07:16:04
62,1586692800000,1445,1651,298,242,7049,12846,114,445,25,242,13,24383,1065,5,f,8,2020-04-28 07:16:04
64,1586779200000,1490,1732,300,246,7470,13557,116,474,25,244,13,25680,1297,5,f,8,2020-04-28 07:16:04
65,1586865600000,1517,1870,301,246,7953,14248,116,517,25,244,13,27063,1383,5,f,8,2020-04-28 07:16:04
66,1586952000000,1561,1996,304,246,8447,14860,117,549,26,247,13,28379,1316,5,f,8,2020-04-28 07:16:04
67,1587038400000,1575,2158,305,250,8961,15857,117,579,26,252,13,30106,1727,5,f,8,2020-04-28 07:16:04
68,1587124800000,1618,2397,307,250,9525,16798,117,606,26,256,13,31927,1821,5,f,9,2020-04-28 07:16:04
69,1587211200000,1647,2562,313,253,10010,17521,118,649,26,257,13,33383,1456,5,f,9,2020-04-28 07:16:04
70,1587297600000,1647,2803,315,253,10578,18357,118,675,26,257,13,35056,1673,5,f,9,2020-04-28 07:16:04
72,1587384000000,1699,2908,316,254,11184,19319,118,721,26,257,13,36831,1775,5,f,11,2020-04-28 07:16:04
73,1587470400000,1724,3095,320,255,11735,20126,118,737,26,257,13,38422,1591,5,f,11,2020-04-28 07:16:04
74,1587556800000,1795,3401,326,257,12245,20965,118,772,26,256,13,40190,1768,5,f,11,2020-04-28 07:16:04
75,1587643200000,1824,3720,331,262,12879,21838,118,827,26,256,13,42110,1920,5,f,11,2020-04-28 07:16:04
76,1587729600000,1853,4017,341,263,13519,22616,118,850,26,256,13,43888,1778,5,f,11,2020-04-28 07:16:04
77,1587816000000,1948,4233,349,267,13995,23267,118,865,26,257,13,45354,1466,5,f,11,2020-04-28 07:16:04
78,1587902400000,1948,4480,353,271,14432,24107,118,873,26,258,13,46895,1541,5,f,11,2020-04-28 07:16:04
79,1587988800000,1998,4696,365,272,14856,24982,118,900,26,258,13,48500,1597,5,f,11,2020-04-28 07:16:04
1,1584288000000,73,56,6,7,145,39,6,3,1,1,4,341,84,0,f,0,2020-04-27 21:16:06
2,1584201600000,73,39,6,4,103,24,2,0,1,1,4,257,59,0,f,0,2020-04-27 21:16:06
3,1584115200000,64,29,2,4,79,17,1,0,0,0,2,198,40,0,f,0,2020-04-27 21:16:06
4,1583942400000,46,19,0,0,42,9,1,0,0,0,1,118,22,0,f,0,2020-04-27 21:16:06
5,1583856000000,39,14,0,0,36,7,0,0,0,0,0,96,17,0,f,0,2020-04-27 21:16:06
6,1583769600000,32,7,0,0,35,5,0,0,0,0,0,79,13,0,f,0,2020-04-27 21:16:06
7,1583600400000,27,2,0,0,28,3,0,0,0,0,0,60,6,0,f,0,2020-04-27 21:16:06
8,1583514000000,21,2,0,0,28,3,0,0,0,0,0,54,7,0,f,0,2020-04-27 21:16:06
9,1583427600000,21,1,0,0,22,3,0,0,0,0,0,47,13,0,f,0,2020-04-27 21:16:06
10,1583254800000,12,0,0,0,20,1,0,0,0,0,0,33,6,0,f,0,2020-04-27 21:16:06
11,1583168400000,8,0,0,0,18,1,0,0,0,0,0,27,3,0,f,0,2020-04-27 21:16:06
12,1583082000000,8,0,0,0,15,1,0,0,0,0,0,24,4,0,f,0,2020-04-27 21:16:06
13,1584374400000,103,74,7,8,177,50,7,5,1,1,8,441,100,0,f,0,2020-04-27 21:16:06
15,1584032400000,53,23,1,3,59,17,1,0,0,0,1,158,40,0,f,0,2020-04-27 21:16:06
16,1583686800000,27,4,0,0,31,4,0,0,0,0,0,66,6,0,f,0,2020-04-27 21:16:06
18,1584446400000,186,97,8,15,189,74,8,7,1,3,9,597,156,0,f,0,2020-04-27 21:16:06
19,1584532800000,231,119,16,17,214,94,11,12,1,3,9,727,130,0,f,0,2020-04-27 21:16:06
20,1584619200000,271,146,20,17,258,121,11,14,2,3,10,873,146,0,f,0,2020-04-27 21:16:06
21,1584705600000,348,195,26,17,318,139,11,15,2,4,12,1087,214,0,f,0,2020-04-27 21:16:06
22,1579953600000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,f,0,2020-04-27 21:16:06
23,1580126400000,0,0,0,0,2,0,0,0,0,0,0,2,1,0,f,0,2020-04-27 21:16:06
24,1580212800000,1,0,0,0,2,0,0,0,0,0,0,3,1,0,f,0,2020-04-27 21:16:06
25,1580472000000,1,0,0,0,3,0,0,0,0,0,0,4,1,0,f,0,2020-04-27 21:16:06
26,1580817600000,2,0,0,0,3,0,0,0,0,0,0,5,1,0,f,0,2020-04-27 21:16:06
27,1580990400000,4,0,0,0,3,0,0,0,0,0,0,7,2,0,f,0,2020-04-27 21:16:06
28,1581681600000,5,0,0,0,3,0,0,0,0,0,0,8,1,0,f,0,2020-04-27 21:16:06
29,1582200000000,6,0,0,0,3,0,0,0,0,0,0,9,1,0,f,0,2020-04-27 21:16:06
30,1582459200000,6,0,0,0,4,0,0,0,0,0,0,10,1,0,f,0,2020-04-27 21:16:06
31,1582545600000,7,0,0,0,4,0,0,0,0,0,0,11,1,0,f,0,2020-04-27 21:16:06
32,1582718400000,7,0,0,0,5,0,0,0,0,0,0,12,1,0,f,0,2020-04-27 21:16:06
33,1582804800000,7,0,0,0,6,1,0,0,0,0,0,14,2,0,f,0,2020-04-27 21:16:06
34,1582891200000,7,0,0,0,8,1,0,0,0,0,0,16,2,0,f,0,2020-04-27 21:16:06
35,1582977600000,8,0,0,0,11,1,0,0,0,0,0,20,4,0,f,0,2020-04-27 21:16:06
36,1583323200000,13,0,0,0,20,1,0,0,0,0,0,34,1,0,f,0,2020-04-27 21:16:06
37,1584792000000,424,226,44,19,377,181,17,21,2,6,13,1331,244,1,f,0,2020-04-27 21:16:06
38,1584878400000,424,259,52,20,425,219,17,28,3,9,13,1470,139,1,f,0,2020-04-27 21:16:06
40,1584964800000,472,301,66,20,503,628,17,41,3,24,13,2091,621,1,f,2,2020-04-27 21:16:06
41,1585051200000,617,358,72,21,588,1013,18,51,3,35,13,2792,701,1,f,2,2020-04-27 21:16:06
42,1585137600000,659,419,86,35,688,1339,26,68,5,67,13,3409,617,1,f,3,2020-04-27 21:16:06
43,1585224000000,725,486,95,36,858,1629,33,73,9,82,13,4043,634,1,f,3,2020-04-27 21:16:06
44,1585310400000,792,542,104,39,993,2021,45,90,11,102,13,4757,714,1,f,4,2020-04-27 21:16:06
45,1585396800000,884,621,134,64,1144,2498,51,110,11,120,13,5655,898,1,f,4,2020-04-27 21:16:06
46,1585483200000,884,661,156,72,1355,2840,66,122,11,135,13,6320,665,1,f,4,2020-04-27 21:16:06
47,1585569600000,970,690,176,96,1706,3430,68,127,18,148,13,7448,1128,1,f,5,2020-04-27 21:16:06
48,1585656000000,1013,754,184,103,1966,4162,70,147,21,152,13,8591,1143,1,f,5,2020-04-27 21:16:06
49,1585742400000,1066,871,193,127,2392,4611,81,173,21,175,13,9731,1140,2,f,6,2020-04-27 21:16:06
50,1585828800000,1121,968,206,167,2793,5518,92,193,21,183,13,11283,1552,2,f,6,2020-04-27 21:16:06
51,1585945560000,1174,1075,220,182,3255,6101,95,207,22,195,13,12549,1266,4,f,6,2020-04-27 21:16:06
52,1586029080000,1203,1181,231,194,3630,6997,98,236,22,203,13,14018,1469,4,f,6,2020-04-27 21:16:06
53,1586116440000,1203,1250,249,203,4038,7944,101,262,22,217,13,15512,1494,4,f,6,2020-04-27 21:16:06
54,1586205840000,1266,1348,253,204,4347,8580,103,293,22,226,13,16667,1155,5,f,7,2020-04-27 21:16:06
55,1586265300000,1291,1373,260,217,4726,9340,105,310,22,228,13,17898,1231,5,f,7,2020-04-27 21:16:06
56,1586390340000,1336,1423,271,221,5276,10031,108,342,25,232,13,19290,1393,5,f,7,2020-04-27 21:16:06
57,1586433600000,1370,1451,278,224,5759,10912,111,373,25,236,13,20765,1474,5,f,8,2020-04-27 21:16:06
60,1586520000000,1410,1500,285,230,6237,11677,112,407,25,239,13,22148,1383,5,f,8,2020-04-27 21:16:06
61,1586606400000,1445,1569,289,243,6648,12292,112,428,25,241,13,23318,1170,5,f,8,2020-04-27 21:16:06
62,1586692800000,1445,1651,298,242,7049,12846,114,445,25,242,13,24383,1065,5,f,8,2020-04-27 21:16:06
64,1586779200000,1490,1732,300,246,7470,13557,116,474,25,244,13,25680,1297,5,f,8,2020-04-27 21:16:06
65,1586865600000,1517,1870,301,246,7953,14248,116,517,25,244,13,27063,1383,5,f,8,2020-04-27 21:16:06
66,1586952000000,1561,1996,304,246,8447,14860,117,549,26,247,13,28379,1316,5,f,8,2020-04-27 21:16:06
67,1587038400000,1575,2158,305,250,8961,15857,117,579,26,252,13,30106,1727,5,f,8,2020-04-27 21:16:06
68,1587124800000,1618,2397,307,250,9525,16798,117,606,26,256,13,31927,1821,5,f,9,2020-04-27 21:16:06
69,1587211200000,1647,2562,313,253,10010,17521,118,649,26,257,13,33383,1456,5,f,9,2020-04-27 21:16:06
70,1587297600000,1647,2803,315,253,10578,18357,118,675,26,257,13,35056,1673,5,f,9,2020-04-27 21:16:06
72,1587384000000,1699,2908,316,254,11184,19319,118,721,26,257,13,36831,1775,5,f,11,2020-04-27 21:16:06
73,1587470400000,1724,3095,320,255,11735,20126,118,737,26,257,13,38422,1591,5,f,11,2020-04-27 21:16:06
74,1587556800000,1795,3401,326,257,12245,20965,118,772,26,256,13,40190,1768,5,f,11,2020-04-27 21:16:06
75,1587643200000,1824,3720,331,262,12879,21838,118,827,26,256,13,42110,1920,5,f,11,2020-04-27 21:16:06
76,1587729600000,1853,4017,341,263,13519,22616,118,850,26,256,13,43888,1778,5,f,11,2020-04-27 21:16:06
77,1587816000000,1948,4233,349,267,13995,23267,118,865,26,257,13,45354,1466,5,f,11,2020-04-27 21:16:06
78,1587902400000,1948,4480,353,271,14432,24107,118,873,26,258,13,46895,1541,5,f,11,2020-04-27 21:16:06
79,1587988800000,1998,4696,365,272,14856,24982,118,900,26,258,13,48500,1597,5,f,11,2020-04-27 21:16:06
1,1584288000000,73,56,6,7,145,39,6,3,1,1,4,341,84,0,f,0,2020-04-27 14:15:59
2,1584201600000,73,39,6,4,103,24,2,0,1,1,4,257,59,0,f,0,2020-04-27 14:15:59
3,1584115200000,64,29,2,4,79,17,1,0,0,0,2,198,40,0,f,0,2020-04-27 14:15:59
4,1583942400000,46,19,0,0,42,9,1,0,0,0,1,118,22,0,f,0,2020-04-27 14:15:59
5,1583856000000,39,14,0,0,36,7,0,0,0,0,0,96,17,0,f,0,2020-04-27 14:15:59
6,1583769600000,32,7,0,0,35,5,0,0,0,0,0,79,13,0,f,0,2020-04-27 14:15:59
7,1583600400000,27,2,0,0,28,3,0,0,0,0,0,60,6,0,f,0,2020-04-27 14:15:59
8,1583514000000,21,2,0,0,28,3,0,0,0,0,0,54,7,0,f,0,2020-04-27 14:15:59
9,1583427600000,21,1,0,0,22,3,0,0,0,0,0,47,13,0,f,0,2020-04-27 14:15:59
10,1583254800000,12,0,0,0,20,1,0,0,0,0,0,33,6,0,f,0,2020-04-27 14:15:59
11,1583168400000,8,0,0,0,18,1,0,0,0,0,0,27,3,0,f,0,2020-04-27 14:15:59
12,1583082000000,8,0,0,0,15,1,0,0,0,0,0,24,4,0,f,0,2020-04-27 14:15:59
13,1584374400000,103,74,7,8,177,50,7,5,1,1,8,441,100,0,f,0,2020-04-27 14:15:59
15,1584032400000,53,23,1,3,59,17,1,0,0,0,1,158,40,0,f,0,2020-04-27 14:15:59
16,1583686800000,27,4,0,0,31,4,0,0,0,0,0,66,6,0,f,0,2020-04-27 14:15:59
18,1584446400000,186,97,8,15,189,74,8,7,1,3,9,597,156,0,f,0,2020-04-27 14:15:59
19,1584532800000,231,119,16,17,214,94,11,12,1,3,9,727,130,0,f,0,2020-04-27 14:15:59
20,1584619200000,271,146,20,17,258,121,11,14,2,3,10,873,146,0,f,0,2020-04-27 14:15:59
21,1584705600000,348,195,26,17,318,139,11,15,2,4,12,1087,214,0,f,0,2020-04-27 14:15:59
22,1579953600000,0,0,0,0,1,0,0,0,0,0,0,1,1,0,f,0,2020-04-27 14:15:59
23,1580126400000,0,0,0,0,2,0,0,0,0,0,0,2,1,0,f,0,2020-04-27 14:15:59
24,1580212800000,1,0,0,0,2,0,0,0,0,0,0,3,1,0,f,0,2020-04-27 14:15:59
25,1580472000000,1,0,0,0,3,0,0,0,0,0,0,4,1,0,f,0,2020-04-27 14:15:59
26,1580817600000,2,0,0,0,3,0,0,0,0,0,0,5,1,0,f,0,2020-04-27 14:15:59
27,1580990400000,4,0,0,0,3,0,0,0,0,0,0,7,2,0,f,0,2020-04-27 14:15:59
28,1581681600000,5,0,0,0,3,0,0,0,0,0,0,8,1,0,f,0,2020-04-27 14:15:59
29,1582200000000,6,0,0,0,3,0,0,0,0,0,0,9,1,0,f,0,2020-04-27 14:15:59
30,1582459200000,6,0,0,0,4,0,0,0,0,0,0,10,1,0,f,0,2020-04-27 14:15:59
31,1582545600000,7,0,0,0,4,0,0,0,0,0,0,11,1,0,f,0,2020-04-27 14:15:59
32,1582718400000,7,0,0,0,5,0,0,0,0,0,0,12,1,0,f,0,2020-04-27 14:15:59
33,1582804800000,7,0,0,0,6,1,0,0,0,0,0,14,2,0,f,0,2020-04-27 14:15:59
34,1582891200000,7,0,0,0,8,1,0,0,0,0,0,16,2,0,f,0,2020-04-27 14:15:59
35,1582977600000,8,0,0,0,11,1,0,0,0,0,0,20,4,0,f,0,2020-04-27 14:15:59
36,1583323200000,13,0,0,0,20,1,0,0,0,0,0,34,1,0,f,0,2020-04-27 14:15:59
37,1584792000000,424,226,44,19,377,181,17,21,2,6,13,1331,244,1,f,0,2020-04-27 14:15:59
38,1584878400000,424,259,52,20,425,219,17,28,3,9,13,1470,139,1,f,0,2020-04-27 14:15:59
40,1584964800000,472,301,66,20,503,628,17,41,3,24,13,2091,621,1,f,2,2020-04-27 14:15:59
41,1585051200000,617,358,72,21,588,1013,18,51,3,35,13,2792,701,1,f,2,2020-04-27 14:15:59
42,1585137600000,659,419,86,35,688,1339,26,68,5,67,13,3409,617,1,f,3,2020-04-27 14:15:59
43,1585224000000,725,486,95,36,858,1629,33,73,9,82,13,4043,634,1,f,3,2020-04-27 14:15:59
44,1585310400000,792,542,104,39,993,2021,45,90,11,102,13,4757,714,1,f,4,2020-04-27 14:15:59
45,1585396800000,884,621,134,64,1144,2498,51,110,11,120,13,5655,898,1,f,4,2020-04-27 14:15:59
46,1585483200000,884,661,156,72,1355,2840,66,122,11,135,13,6320,665,1,f,4,2020-04-27 14:15:59
47,1585569600000,970,690,176,96,1706,3430,68,127,18,148,13,7448,1128,1,f,5,2020-04-27 14:15:59
48,1585656000000,1013,754,184,103,1966,4162,70,147,21,152,13,8591,1143,1,f,5,2020-04-27 14:15:59
49,1585742400000,1066,871,193,127,2392,4611,81,173,21,175,13,9731,1140,2,f,6,2020-04-27 14:15:59
50,1585828800000,1121,968,206,167,2793,5518,92,193,21,183,13,11283,1552,2,f,6,2020-04-27 14:15:59
51,1585945560000,1174,1075,220,182,3255,6101,95,207,22,195,13,12549,1266,4,f,6,2020-04-27 14:15:59
52,1586029080000,1203,1181,231,194,3630,6997,98,236,22,203,13,14018,1469,4,f,6,2020-04-27 14:15:59
53,1586116440000,1203,1250,249,203,4038,7944,101,262,22,217,13,15512,1494,4,f,6,2020-04-27 14:15:59
54,1586205840000,1266,1348,253,204,4347,8580,103,293,22,226,13,16667,1155,5,f,7,2020-04-27 14:15:59
55,1586265300000,1291,1373,260,217,4726,9340,105,310,22,228,13,17898,1231,5,f,7,2020-04-27 14:15:59
56,1586390340000,1336,1423,271,221,5276,10031,108,342,25,232,13,19290,1393,5,f,7,2020-04-27 14:15:59
57,1586433600000,1370,1451,278,224,5759,10912,111,373,25,236,13,20765,1474,5,f,8,2020-04-27 14:15:59
60,1586520000000,1410,1500,285,230,6237,11677,112,407,25,239,13,22148,1383,5,f,8,2020-04-27 14:15:59
61,1586606400000,1445,1569,289,243,6648,12292,112,428,25,241,13,23318,1170,5,f,8,2020-04-27 14:15:59
62,1586692800000,1445,1651,298,242,7049,12846,114,445,25,242,13,24383,1065,5,f,8,2020-04-27 14:15:59
64,1586779200000,1490,1732,300,246,7470,13557,116,474,25,244,13,25680,1297,5,f,8,2020-04-27 14:15:59
65,1586865600000,1517,1870,301,246,7953,14248,116,517,25,244,13,27063,1383,5,f,8,2020-04-27 14:15:59
66,1586952000000,1561,1996,304,246,8447,14860,117,549,26,247,13,28379,1316,5,f,8,2020-04-27 14:15:59
67,1587038400000,1575,2158,305,250,8961,15857,117,579,26,252,13,30106,1727,5,f,8,2020-04-27 14:15:59
68,1587124800000,1618,2397,307,250,9525,16798,117,606,26,256,13,31927,1821,5,f,9,2020-04-27 14:15:59
69,1587211200000,1647,2562,313,253,10010,17521,118,649,26,257,13,33383,1456,5,f,9,2020-04-27 14:15:59
70,1587297600000,1647,2803,315,253,10578,18357,118,675,26,257,13,35056,1673,5,f,9,2020-04-27 14:15:59
