objectid,name,nom,abbreviation,case_total,deaths,shape_area,shape_length,globalid,ecyptapop,ecypta_0_4,ecypta_5_9,ecypta1014,ecypta1519,ecypta2024,ecypta2529,ecypta3034,ecypta3539,ecypta4044,ecypta4549,ecypta5054,ecypta5559,ecypta6064,ecypta6569,ecypta7074,ecypta7579,ecypta8084,ecypta85p,ecyptaavg,ecyptamed,ecyptaagg,vlookup,geocodelevel,dtg,shape_length_1,recovered,tests,last_updated,sourceurl,activecases,hospitalized,icu,icuvent,retrieved_at
9,Alberta,Alberta,AB,4696,75,2036440617829.41,7161507.76723443,370a849a-e5ae-443f-933a-7bad610953b6,4435639,283460,275062,263508,244291,274870,335040,372040,371608,321058,288398,272779,291515,262841,200075,148958,96811,65169,68156,38.3,37.3,169893805,47,2,2015,3513206.71424185,1664,135442,1588028400000,https://www.alberta.ca/covid-19-alberta-data.aspx,2957,87,20,,2020-04-27 21:16:06
10,Manitoba,Manitoba,MB,272,6,1876284624051.16,14868415.7710928,f1526b98-269a-49e9-9c68-9a2eee7d1687,1367811,87963,85902,83607,85122,95712,99468,98689,92593,85601,82379,82551,91093,81381,68626,55244,37256,25796,28828,39,37.6,53412420.3,35,2,2015,8129551.95175693,205,23543,1588013100000,https://www.gov.mb.ca/covid19/index.html,61,7,2,,2020-04-27 21:16:06
11,Quebec,Québec,QC,24982,1599,4318862847408.47,30353674.6912596,4eefb95c-5a26-4caf-9e7e-d6a7213b2703,8458050,427294,459270,437395,407413,483987,573828,548439,589315,572674,521774,558829,630832,601270,507750,426914,301441,196460,213165,42.5,42.6,359812334.1,10,2,2015,9349932.46465303,5517,200172,1588008600000,https://www.inspq.qc.ca/covid-19/donnees,17866,1541,210,,2020-04-27 21:16:06
12,Ontario,Ontario,ON,14856,892,2441339186868.13,19728315.0284568,e3c9e463-47d8-4233-9aed-def5da0c9b2e,14479429,737841,749591,768965,795889,980205,1060688,1007244,969152,923417,937475,993284,1076876,944917,785087,650875,448937,315169,333817,41.4,40.9,598799377.8,24,2,2015,12306902.7135737,8525,242188,1588005900000,https://www.ontario.ca/page/2019-novel-coronavirus,5439,945,241,,2020-04-27 21:16:06
13,Northwest Territories,Territoires du Nord-Ouest,NT,5,0,8461453265472.86,71895988.0066321,ee2b127b-43eb-4336-b91d-e0c5aedd6966,44078,3013,3162,3289,2413,3049,3663,3721,3561,3237,2773,2856,3342,2416,1579,838,568,339,259,35.4,34.6,1562237.7,59,2,2015,10827339.236968,5,1708,1588013100000,https://www.hss.gov.nt.ca/en/services/coronavirus-disease-covid-19,0,,,,2020-04-27 21:16:06
15,Repatriated CDN,Repatriated CDN,RC,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1588017600000,,0,,,,2020-04-27 21:16:06
1,Nunavut,Nunavut,NU,0,0,22749933249605.5,311589927.648306,229c35bb-93e4-4a51-a74d-1ae32a44593a,37226,4145,3770,3399,2919,2969,3175,3088,2816,2149,2045,1895,1880,1342,770,478,234,86,66,29.3,27.2,1089576.6,24,2,2015,12306902.7135737,0,550,1588005900000,https://www.gov.nu.ca/health/information/covid-19-novel-coronavirus,0,,,,2020-04-27 14:15:59
2,Yukon,Yukon,YT,11,0,2471001503236.1,9823565.96985445,13b8794f-5852-460b-8054-274a9edd85da,39469,2063,2317,2023,2081,2458,2861,2923,3066,3030,2805,2518,2939,2932,2336,1437,894,438,348,39.8,39.9,1572564.4,59,2,2015,10827339.236968,8,908,1587942000000,https://yukon.ca/covid-19,3,,,,2020-04-27 14:15:59
3,Prince Edward Island,Ile-du-Prince-Édouard,PE,26,0,12185353959.6211,1489399.2423764,c23ae69a-d1fc-4dab-9093-330e9ba52077,135849,6906,7549,7885,7613,8462,8431,7503,8245,7914,8963,9679,10377,9648,8517,7605,4737,3026,2789,42.3,43.4,5742178.2,11,2,2015,596323.55210767,24,2642,1587942000000,https://www.princeedwardisland.ca/en/topic/covid-19,2,,,,2020-04-27 14:15:59
4,Newfoundland and Labrador,Terre-Neuve,NL,258,3,1086581082316.36,37794434.2008472,87d515b0-e6d7-4f85-9e3e-341a422077b3,523241,21854,24726,26686,26568,27863,30913,31007,32196,32048,36036,40689,41752,40628,37900,30791,19393,12232,9959,44.1,46.1,23065436.3,10,2,2015,9349932.46465303,221,7622,1588005900000,https://covid-19-newfoundland-and-labrador-gnl.hub.arcgis.com/,34,5,2,,2020-04-27 14:15:59
5,New Brunswick,Nouveau-Brunswick,NB,118,0,154155977969.953,3413186.07764555,32d3149d-34e6-4fce-b464-36c350e00f58,756060,33897,37318,38726,39828,42149,44267,41936,45040,46815,50415,54352,61496,58605,51204,43432,28743,18645,19192,44,45.8,33284564.2,12,2,2015,2430437.55599855,112,13196,1588008600000,https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/maps_graphs.html,6,3,0,,2020-04-27 14:15:59
6,British Columbia,Colombie-Britannique,BC,1948,100,2862273736196.98,31406752.9411131,735b589b-2768-4765-a176-3857e0ca6e83,4895154,227890,235572,240006,254983,323378,338603,342000,340131,313387,321154,328861,357360,335841,291567,242964,167928,113708,119821,42.5,42.3,208070312.1,48,2,2015,3562339.48787849,1137,71415,1587851100000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,711,96,41,,2020-04-27 14:15:59
7,Nova Scotia,Nouvelle-Écosse,NS,900,24,111077322204.383,6373052.4540427,d2c3a3a8-c82f-4dcb-8cb7-6b0e81ad810d,958712,42803,45243,45823,48835,58642,63416,60786,58671,57698,61403,66079,77221,73300,63324,54257,35913,22692,22606,43.6,44.8,41844732.7,12,2,2015,2430437.55599855,509,27131,1588005900000,https://novascotia.ca/coronavirus/data/,367,12,3,,2020-04-27 14:15:59
8,Saskatchewan,Saskatchewan,SK,353,4,1899735100561.55,9302184.44773394,55f5faf0-a76f-4fe1-a1f1-77415a1c546a,1203446,79758,78644,75621,72680,77374,88477,92733,86305,75488,68981,68681,79358,74253,59629,44551,30978,23272,26663,38.8,37.1,46681461.3,46,2,2015,3735121.19300589,288,27884,1587933000000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,61,3,2,,2020-04-27 14:15:59
9,Alberta,Alberta,AB,4480,73,2036440617829.41,7161507.76723443,370a849a-e5ae-443f-933a-7bad610953b6,4435639,283460,275062,263508,244291,274870,335040,372040,371608,321058,288398,272779,291515,262841,200075,148958,96811,65169,68156,38.3,37.3,169893805,47,2,2015,3513206.71424185,1549,131572,1587942000000,https://www.alberta.ca/covid-19-alberta-data.aspx,2858,77,20,,2020-04-27 14:15:59
10,Manitoba,Manitoba,MB,271,6,1876284624051.16,14868415.7710928,f1526b98-269a-49e9-9c68-9a2eee7d1687,1367811,87963,85902,83607,85122,95712,99468,98689,92593,85601,82379,82551,91093,81381,68626,55244,37256,25796,28828,39,37.6,53412420.3,35,2,2015,8129551.95175693,199,23167,1587928500000,https://www.gov.mb.ca/covid19/index.html,66,8,2,,2020-04-27 14:15:59
11,Quebec,Québec,QC,24982,1599,4318862847408.47,30353674.6912596,4eefb95c-5a26-4caf-9e7e-d6a7213b2703,8458050,427294,459270,437395,407413,483987,573828,548439,589315,572674,521774,558829,630832,601270,507750,426914,301441,196460,213165,42.5,42.6,359812334.1,10,2,2015,9349932.46465303,5517,200172,1588008600000,https://www.inspq.qc.ca/covid-19/donnees,17866,1541,210,,2020-04-27 14:15:59
12,Ontario,Ontario,ON,14856,892,2441339186868.13,19728315.0284568,e3c9e463-47d8-4233-9aed-def5da0c9b2e,14479429,737841,749591,768965,795889,980205,1060688,1007244,969152,923417,937475,993284,1076876,944917,785087,650875,448937,315169,333817,41.4,40.9,598799377.8,24,2,2015,12306902.7135737,8525,242188,1588005900000,https://www.ontario.ca/page/2019-novel-coronavirus,5439,945,241,,2020-04-27 14:15:59
13,Northwest Territories,Territoires du Nord-Ouest,NT,5,0,8461453265472.86,71895988.0066321,ee2b127b-43eb-4336-b91d-e0c5aedd6966,44078,3013,3162,3289,2413,3049,3663,3721,3561,3237,2773,2856,3342,2416,1579,838,568,339,259,35.4,34.6,1562237.7,59,2,2015,10827339.236968,5,1690,1587929400000,https://www.hss.gov.nt.ca/en/services/coronavirus-disease-covid-19,0,,,,2020-04-27 14:15:59
15,Repatriated CDN,Repatriated CDN,RC,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1588017600000,,0,,,,2020-04-27 14:15:59
1,Nunavut,Nunavut,NU,0,0,22749933249605.5,311589927.648306,229c35bb-93e4-4a51-a74d-1ae32a44593a,37226,4145,3770,3399,2919,2969,3175,3088,2816,2149,2045,1895,1880,1342,770,478,234,86,66,29.3,27.2,1089576.6,24,2,2015,12306902.7135737,0,530,1587942000000,https://www.gov.nu.ca/health/information/covid-19-novel-coronavirus,0,,,,2020-04-27 07:16:00
2,Yukon,Yukon,YT,11,0,2471001503236.1,9823565.96985445,13b8794f-5852-460b-8054-274a9edd85da,39469,2063,2317,2023,2081,2458,2861,2923,3066,3030,2805,2518,2939,2932,2336,1437,894,438,348,39.8,39.9,1572564.4,59,2,2015,10827339.236968,8,908,1587942000000,https://yukon.ca/covid-19,3,,,,2020-04-27 07:16:00
3,Prince Edward Island,Ile-du-Prince-Édouard,PE,26,0,12185353959.6211,1489399.2423764,c23ae69a-d1fc-4dab-9093-330e9ba52077,135849,6906,7549,7885,7613,8462,8431,7503,8245,7914,8963,9679,10377,9648,8517,7605,4737,3026,2789,42.3,43.4,5742178.2,11,2,2015,596323.55210767,24,2642,1587942000000,https://www.princeedwardisland.ca/en/topic/covid-19,2,,,,2020-04-27 07:16:00
4,Newfoundland and Labrador,Terre-Neuve,NL,258,3,1086581082316.36,37794434.2008472,87d515b0-e6d7-4f85-9e3e-341a422077b3,523241,21854,24726,26686,26568,27863,30913,31007,32196,32048,36036,40689,41752,40628,37900,30791,19393,12232,9959,44.1,46.1,23065436.3,10,2,2015,9349932.46465303,219,7477,1587923100000,https://covid-19-newfoundland-and-labrador-gnl.hub.arcgis.com/,36,5,2,,2020-04-27 07:16:00
5,New Brunswick,Nouveau-Brunswick,NB,118,0,154155977969.953,3413186.07764555,32d3149d-34e6-4fce-b464-36c350e00f58,756060,33897,37318,38726,39828,42149,44267,41936,45040,46815,50415,54352,61496,58605,51204,43432,28743,18645,19192,44,45.8,33284564.2,12,2,2015,2430437.55599855,111,13026,1587923100000,https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/maps_graphs.html,7,4,0,,2020-04-27 07:16:00
6,British Columbia,Colombie-Britannique,BC,1948,100,2862273736196.98,31406752.9411131,735b589b-2768-4765-a176-3857e0ca6e83,4895154,227890,235572,240006,254983,323378,338603,342000,340131,313387,321154,328861,357360,335841,291567,242964,167928,113708,119821,42.5,42.3,208070312.1,48,2,2015,3562339.48787849,1137,71415,1587851100000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,711,96,41,,2020-04-27 07:16:00
7,Nova Scotia,Nouvelle-Écosse,NS,873,24,111077322204.383,6373052.4540427,d2c3a3a8-c82f-4dcb-8cb7-6b0e81ad810d,958712,42803,45243,45823,48835,58642,63416,60786,58671,57698,61403,66079,77221,73300,63324,54257,35913,22692,22606,43.6,44.8,41844732.7,12,2,2015,2430437.55599855,439,26488,1587922200000,https://novascotia.ca/coronavirus/data/,410,13,3,,2020-04-27 07:16:00
8,Saskatchewan,Saskatchewan,SK,353,4,1899735100561.55,9302184.44773394,55f5faf0-a76f-4fe1-a1f1-77415a1c546a,1203446,79758,78644,75621,72680,77374,88477,92733,86305,75488,68981,68681,79358,74253,59629,44551,30978,23272,26663,38.8,37.1,46681461.3,46,2,2015,3735121.19300589,288,27884,1587933000000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,61,3,2,,2020-04-27 07:16:00
9,Alberta,Alberta,AB,4480,73,2036440617829.41,7161507.76723443,370a849a-e5ae-443f-933a-7bad610953b6,4435639,283460,275062,263508,244291,274870,335040,372040,371608,321058,288398,272779,291515,262841,200075,148958,96811,65169,68156,38.3,37.3,169893805,47,2,2015,3513206.71424185,1549,131572,1587942000000,https://www.alberta.ca/covid-19-alberta-data.aspx,2858,77,20,,2020-04-27 07:16:00
10,Manitoba,Manitoba,MB,271,6,1876284624051.16,14868415.7710928,f1526b98-269a-49e9-9c68-9a2eee7d1687,1367811,87963,85902,83607,85122,95712,99468,98689,92593,85601,82379,82551,91093,81381,68626,55244,37256,25796,28828,39,37.6,53412420.3,35,2,2015,8129551.95175693,199,23167,1587928500000,https://www.gov.mb.ca/covid19/index.html,66,8,2,,2020-04-27 07:16:00
11,Quebec,Québec,QC,24107,1515,4318862847408.47,30353674.6912596,4eefb95c-5a26-4caf-9e7e-d6a7213b2703,8458050,427294,459270,437395,407413,483987,573828,548439,589315,572674,521774,558829,630832,601270,507750,426914,301441,196460,213165,42.5,42.6,359812334.1,10,2,2015,9349932.46465303,5342,198387,1587923100000,https://www.inspq.qc.ca/covid-19/donnees,17250,1518,215,,2020-04-27 07:16:00
12,Ontario,Ontario,ON,14432,835,2441339186868.13,19728315.0284568,e3c9e463-47d8-4233-9aed-def5da0c9b2e,14479429,737841,749591,768965,795889,980205,1060688,1007244,969152,923417,937475,993284,1076876,944917,785087,650875,448937,315169,333817,41.4,40.9,598799377.8,24,2,2015,12306902.7135737,8000,229638,1587915900000,https://www.ontario.ca/page/2019-novel-coronavirus,5597,938,252,,2020-04-27 07:16:00
13,Northwest Territories,Territoires du Nord-Ouest,NT,5,0,8461453265472.86,71895988.0066321,ee2b127b-43eb-4336-b91d-e0c5aedd6966,44078,3013,3162,3289,2413,3049,3663,3721,3561,3237,2773,2856,3342,2416,1579,838,568,339,259,35.4,34.6,1562237.7,59,2,2015,10827339.236968,5,1690,1587929400000,https://www.hss.gov.nt.ca/en/services/coronavirus-disease-covid-19,0,,,,2020-04-27 07:16:00
15,Repatriated CDN,Repatriated CDN,RC,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1587931200000,,0,,,,2020-04-27 07:16:00
1,Nunavut,Nunavut,NU,0,0,22749933249605.5,311589927.648306,229c35bb-93e4-4a51-a74d-1ae32a44593a,37226,4145,3770,3399,2919,2969,3175,3088,2816,2149,2045,1895,1880,1342,770,478,234,86,66,29.3,27.2,1089576.6,24,2,2015,12306902.7135737,0,530,1587942000000,https://www.gov.nu.ca/health/information/covid-19-novel-coronavirus,0,,,,2020-04-26 21:15:58
2,Yukon,Yukon,YT,11,0,2471001503236.1,9823565.96985445,13b8794f-5852-460b-8054-274a9edd85da,39469,2063,2317,2023,2081,2458,2861,2923,3066,3030,2805,2518,2939,2932,2336,1437,894,438,348,39.8,39.9,1572564.4,59,2,2015,10827339.236968,8,908,1587942000000,https://yukon.ca/covid-19,3,,,,2020-04-26 21:15:58
3,Prince Edward Island,Ile-du-Prince-Édouard,PE,26,0,12185353959.6211,1489399.2423764,c23ae69a-d1fc-4dab-9093-330e9ba52077,135849,6906,7549,7885,7613,8462,8431,7503,8245,7914,8963,9679,10377,9648,8517,7605,4737,3026,2789,42.3,43.4,5742178.2,11,2,2015,596323.55210767,24,2642,1587942000000,https://www.princeedwardisland.ca/en/topic/covid-19,2,,,,2020-04-26 21:15:58
4,Newfoundland and Labrador,Terre-Neuve,NL,258,3,1086581082316.36,37794434.2008472,87d515b0-e6d7-4f85-9e3e-341a422077b3,523241,21854,24726,26686,26568,27863,30913,31007,32196,32048,36036,40689,41752,40628,37900,30791,19393,12232,9959,44.1,46.1,23065436.3,10,2,2015,9349932.46465303,219,7477,1587923100000,https://covid-19-newfoundland-and-labrador-gnl.hub.arcgis.com/,36,5,2,,2020-04-26 21:15:58
5,New Brunswick,Nouveau-Brunswick,NB,118,0,154155977969.953,3413186.07764555,32d3149d-34e6-4fce-b464-36c350e00f58,756060,33897,37318,38726,39828,42149,44267,41936,45040,46815,50415,54352,61496,58605,51204,43432,28743,18645,19192,44,45.8,33284564.2,12,2,2015,2430437.55599855,111,13026,1587923100000,https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/maps_graphs.html,7,4,0,,2020-04-26 21:15:58
6,British Columbia,Colombie-Britannique,BC,1948,100,2862273736196.98,31406752.9411131,735b589b-2768-4765-a176-3857e0ca6e83,4895154,227890,235572,240006,254983,323378,338603,342000,340131,313387,321154,328861,357360,335841,291567,242964,167928,113708,119821,42.5,42.3,208070312.1,48,2,2015,3562339.48787849,1137,71415,1587851100000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,711,96,41,,2020-04-26 21:15:58
7,Nova Scotia,Nouvelle-Écosse,NS,873,24,111077322204.383,6373052.4540427,d2c3a3a8-c82f-4dcb-8cb7-6b0e81ad810d,958712,42803,45243,45823,48835,58642,63416,60786,58671,57698,61403,66079,77221,73300,63324,54257,35913,22692,22606,43.6,44.8,41844732.7,12,2,2015,2430437.55599855,439,26488,1587922200000,https://novascotia.ca/coronavirus/data/,410,13,3,,2020-04-26 21:15:58
8,Saskatchewan,Saskatchewan,SK,353,4,1899735100561.55,9302184.44773394,55f5faf0-a76f-4fe1-a1f1-77415a1c546a,1203446,79758,78644,75621,72680,77374,88477,92733,86305,75488,68981,68681,79358,74253,59629,44551,30978,23272,26663,38.8,37.1,46681461.3,46,2,2015,3735121.19300589,288,27884,1587933000000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,61,3,2,,2020-04-26 21:15:58
9,Alberta,Alberta,AB,4480,73,2036440617829.41,7161507.76723443,370a849a-e5ae-443f-933a-7bad610953b6,4435639,283460,275062,263508,244291,274870,335040,372040,371608,321058,288398,272779,291515,262841,200075,148958,96811,65169,68156,38.3,37.3,169893805,47,2,2015,3513206.71424185,1549,131572,1587942000000,https://www.alberta.ca/covid-19-alberta-data.aspx,2858,77,20,,2020-04-26 21:15:58
10,Manitoba,Manitoba,MB,271,6,1876284624051.16,14868415.7710928,f1526b98-269a-49e9-9c68-9a2eee7d1687,1367811,87963,85902,83607,85122,95712,99468,98689,92593,85601,82379,82551,91093,81381,68626,55244,37256,25796,28828,39,37.6,53412420.3,35,2,2015,8129551.95175693,199,23167,1587928500000,https://www.gov.mb.ca/covid19/index.html,66,8,2,,2020-04-26 21:15:58
11,Quebec,Québec,QC,24107,1515,4318862847408.47,30353674.6912596,4eefb95c-5a26-4caf-9e7e-d6a7213b2703,8458050,427294,459270,437395,407413,483987,573828,548439,589315,572674,521774,558829,630832,601270,507750,426914,301441,196460,213165,42.5,42.6,359812334.1,10,2,2015,9349932.46465303,5342,198387,1587923100000,https://www.inspq.qc.ca/covid-19/donnees,17250,1518,215,,2020-04-26 21:15:58
12,Ontario,Ontario,ON,14432,835,2441339186868.13,19728315.0284568,e3c9e463-47d8-4233-9aed-def5da0c9b2e,14479429,737841,749591,768965,795889,980205,1060688,1007244,969152,923417,937475,993284,1076876,944917,785087,650875,448937,315169,333817,41.4,40.9,598799377.8,24,2,2015,12306902.7135737,8000,229638,1587915900000,https://www.ontario.ca/page/2019-novel-coronavirus,5597,938,252,,2020-04-26 21:15:58
13,Northwest Territories,Territoires du Nord-Ouest,NT,5,0,8461453265472.86,71895988.0066321,ee2b127b-43eb-4336-b91d-e0c5aedd6966,44078,3013,3162,3289,2413,3049,3663,3721,3561,3237,2773,2856,3342,2416,1579,838,568,339,259,35.4,34.6,1562237.7,59,2,2015,10827339.236968,5,1690,1587929400000,https://www.hss.gov.nt.ca/en/services/coronavirus-disease-covid-19,0,,,,2020-04-26 21:15:58
15,Repatriated CDN,Repatriated CDN,RC,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,1587931200000,,0,,,,2020-04-26 21:15:58
1,Nunavut,Nunavut,NU,0,0,22749933249605.5,311589927.648306,229c35bb-93e4-4a51-a74d-1ae32a44593a,37226,4145,3770,3399,2919,2969,3175,3088,2816,2149,2045,1895,1880,1342,770,478,234,86,66,29.3,27.2,1089576.6,24,2,2015,12306902.7135737,0,530,1587850200000,https://www.gov.nu.ca/health/information/covid-19-novel-coronavirus,0,,,,2020-04-26 14:16:01
2,Yukon,Yukon,YT,11,0,2471001503236.1,9823565.96985445,13b8794f-5852-460b-8054-274a9edd85da,39469,2063,2317,2023,2081,2458,2861,2923,3066,3030,2805,2518,2939,2932,2336,1437,894,438,348,39.8,39.9,1572564.4,59,2,2015,10827339.236968,8,888,1587850200000,https://yukon.ca/covid-19,3,0,,,2020-04-26 14:16:01
3,Prince Edward Island,Ile-du-Prince-Édouard,PE,26,0,12185353959.6211,1489399.2423764,c23ae69a-d1fc-4dab-9093-330e9ba52077,135849,6906,7549,7885,7613,8462,8431,7503,8245,7914,8963,9679,10377,9648,8517,7605,4737,3026,2789,42.3,43.4,5742178.2,11,2,2015,596323.55210767,24,2642,1587849300000,https://www.princeedwardisland.ca/en/topic/covid-19,2,,,,2020-04-26 14:16:01
4,Newfoundland and Labrador,Terre-Neuve,NL,258,3,1086581082316.36,37794434.2008472,87d515b0-e6d7-4f85-9e3e-341a422077b3,523241,21854,24726,26686,26568,27863,30913,31007,32196,32048,36036,40689,41752,40628,37900,30791,19393,12232,9959,44.1,46.1,23065436.3,10,2,2015,9349932.46465303,219,7477,1587923100000,https://covid-19-newfoundland-and-labrador-gnl.hub.arcgis.com/,36,5,2,,2020-04-26 14:16:01
5,New Brunswick,Nouveau-Brunswick,NB,118,0,154155977969.953,3413186.07764555,32d3149d-34e6-4fce-b464-36c350e00f58,756060,33897,37318,38726,39828,42149,44267,41936,45040,46815,50415,54352,61496,58605,51204,43432,28743,18645,19192,44,45.8,33284564.2,12,2,2015,2430437.55599855,111,13026,1587923100000,https://www2.gnb.ca/content/gnb/en/corporate/promo/covid-19/maps_graphs.html,7,4,0,,2020-04-26 14:16:01
6,British Columbia,Colombie-Britannique,BC,1948,100,2862273736196.98,31406752.9411131,735b589b-2768-4765-a176-3857e0ca6e83,4895154,227890,235572,240006,254983,323378,338603,342000,340131,313387,321154,328861,357360,335841,291567,242964,167928,113708,119821,42.5,42.3,208070312.1,48,2,2015,3562339.48787849,1137,71415,1587851100000,http://www.bccdc.ca/health-info/diseases-conditions/covid-19/case-counts-press-statements,711,96,41,,2020-04-26 14:16:01
7,Nova Scotia,Nouvelle-Écosse,NS,873,24,111077322204.383,6373052.4540427,d2c3a3a8-c82f-4dcb-8cb7-6b0e81ad810d,958712,42803,45243,45823,48835,58642,63416,60786,58671,57698,61403,66079,77221,73300,63324,54257,35913,22692,22606,43.6,44.8,41844732.7,12,2,2015,2430437.55599855,439,26488,1587922200000,https://novascotia.ca/coronavirus/data/,410,13,3,,2020-04-26 14:16:01
8,Saskatchewan,Saskatchewan,SK,349,4,1899735100561.55,9302184.44773394,55f5faf0-a76f-4fe1-a1f1-77415a1c546a,1203446,79758,78644,75621,72680,77374,88477,92733,86305,75488,68981,68681,79358,74253,59629,44551,30978,23272,26663,38.8,37.1,46681461.3,46,2,2015,3735121.19300589,288,27232,1587850200000,https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/cases-and-risk-of-covid-19-in-saskatchewan,57,4,2,,2020-04-26 14:16:01
